timestamp,qx,qy,qz,qw,x,y,z,vx,vy,vz,ax,ay,az,curvature,yaw,velocity,yaw_unwrapped,delta_yaw,delta_t,yaw_rate,curvature_feature
-199719,0.012412364613234295,0.018968311745732037,-0.00045787407085723245,0.9997429303103675,-2.337338517313316,0.001941128388515459,0.09283178657304562,11.692703360054338,-0.014373063387797128,-0.3737538943741753,-0.16655962437934752,-0.11359761700932473,-0.5586991167553821,-0.00046892333193682134,-0.0004449498679987584,11.69868413218927,-0.0004449498679987584,0.0,1.0000000000000001e-11,0.0,0.0
-189781,0.012268455247483465,0.019222136743866216,-0.0004615210975407781,0.999739856894341,-2.221116775106755,0.0018104731903504224,0.0890094410028926,11.693100168533006,-0.015195557449882331,-0.3848452731840676,-0.1127801008457572,-0.02296884426631612,-0.3624550586486569,-0.000300995830912143,-0.0004514840230437906,11.699441368740855,-0.0004514840230437906,-6.534155045032194e-06,0.009938,-0.000657491954621875,-5.615058258689387e-05
-179731,0.012126696692319004,0.019469003372280788,-0.0004564528428889145,0.9997368117588874,-2.1036733203935336,0.0016585592867669344,0.08505741157815963,11.692643273644816,-0.014357469735693915,-0.3933267282822161,-0.160375872855498,-0.01657166607192088,-0.24248096617058448,-0.00016371201490983367,-0.00044081034864982584,11.699265736653294,-0.00044081034864982584,1.067367439396477e-05,0.01005,0.0010620571536283352,9.070228462778822e-05
-169726,0.011992701637860979,0.019709471583216776,-0.00046094442028666693,0.9997337142297328,-1.9867167677458264,0.001539504561973909,0.0810405326397703,11.695246369368395,-0.01247837057110753,-0.4012888174497647,-0.10485331952875938,-0.0041779238851613765,-0.4200233608564841,-0.0002999848802573979,-0.00044925292764607153,11.702135534378627,-0.00044925292764607153,-8.442578996245695e-06,0.010005,-0.0008438359816337526,-7.204800347100162e-05
-159753,0.011870146513642559,0.019929251581906223,-0.0004678897515197943,0.9997308165862999,-1.8700041053635232,0.0014369095897280154,0.07695499202503749,11.695961800045232,-0.010868786505864739,-0.40963575663532104,-0.012471139254253057,-0.03708599959400807,-0.7257936691693125,-0.000328650523442775,-0.0004627691046623708,11.703138126662935,-0.0004627691046623708,-1.351617701629928e-05,0.009973,-0.00135527694939329,-0.00011570570881497898
-149798,0.011757134156720793,0.02013463077617012,-0.0004669102164981396,0.9997280372355164,-1.7535391635601114,0.0012898173272792416,0.07277027191582139,11.69700529275253,-0.009986940568357775,-0.42043111113257847,-0.0052409648074320005,-0.1213468879230797,-0.829680740226768,-0.00019162437820341438,-0.00046048889388867765,11.704562993844357,-0.00046048889388867765,2.2802107736931616e-06,0.009955,0.00022905181051664103,1.955274051938606e-05
-139743,0.011642115325158521,0.020348912191283222,-0.000454661123198202,0.9997250503046576,-1.6358479145804496,0.001182385569524723,0.06842152166991718,11.700732191037952,-0.009951590708287817,-0.4326096643369741,0.12253459644606343,-0.07265385072873679,-0.9757746798819523,4.8745350795798e-06,-0.00043562438128869546,11.70873109957809,-0.00043562438128869546,2.4864512599982193e-05,0.010055,0.0024728505817983287,0.0002110169233158152
-129794,0.011534566336577607,0.020523961349951634,-0.00045326042947132366,0.9997227192301453,-1.5196264924590108,0.001051730510919094,0.06401172846696744,11.69719638140923,-0.014310317263597503,-0.44319014696642617,0.1299586983560165,-0.12372119449058415,-0.742932999343445,-0.00020054556080140173,-0.00043316458812310543,11.70559804011745,-0.00043316458812310543,2.4597931655900222e-06,0.009949,0.00024724024179214216,2.1103510119203742e-05
-119707,0.011393151071297609,0.020734821163660353,-0.0004548531234734396,0.9997199890012272,-1.4014439616306658,0.00097232921713066,0.059449353508495,11.703981387211252,-0.008239970495045892,-0.4521875465883881,0.09095090484347049,-0.08761785252743935,-0.5791819951908395,-0.00020637274428736418,-0.00043735784136341636,11.712716242895617,-0.00043735784136341636,-4.193253240310929e-06,0.010087,-0.0004157086587003994,-3.5461803398366285e-05
-109806,0.011324374847838705,0.0208938657242595,-0.00044813609345143286,0.9997174621278975,-1.2857055011965526,0.0009354382561289991,0.054906045551128706,11.705435585224503,-0.00527237209643819,-0.45908457676384345,-0.004136433235381161,0.02190959288070659,-0.8037770698593515,-3.341309638926759e-05,-0.0004231686374371251,11.714435909866513,-0.0004231686374371251,1.4189203926291282e-05,0.009901,0.001433108163447256,0.0001222325896498992
-99735,0.011284980899969545,0.021047326558351617,-0.00043295924679678647,0.9997146951991475,-1.1677667117298565,0.0008724668820523423,0.050198713991822144,11.702144841591712,-0.006465214458670693,-0.4672957531235339,-0.20376116491193338,0.01524202865287033,-0.8130019464344931,0.0001011909480439499,-0.00039098061412353894,11.711473050537956,-0.00039098061412353894,3.218802331358614e-05,0.010071,0.003196109950708583,0.0002726713559744863
-89754,0.011250905713564937,0.021214172532225094,-0.0004203065137735884,0.9997115580740437,-1.051049779693865,0.0008307542321045284,0.0454417809661743,11.706131363525301,-0.00231922277252609,-0.4764836799262127,-0.2664840823230769,0.02454730372528437,-0.8559608795643633,0.00011200604785699397,-0.00036334039823969976,11.715824920855596,-0.00036334039823969976,2.764021588383918e-05,0.009981,0.002769283226514295,0.00023616958680568715
-79775,0.011257761992205613,0.021335631905911482,-0.00041729854570963,0.9997088973636405,-0.9340853449440455,0.000833498132813731,0.04060855987864029,11.704684511108878,-0.0029731516905421593,-0.48457078098433054,-0.12834580898952555,0.12386207309723966,-0.8813536161745893,-2.6990044716512784e-05,-0.0003542938703376358,11.714711143942338,-0.0003542938703376358,9.04652790206399e-06,0.009979,0.0009065565589802575,7.732016148207086e-05
-69809,0.011282630576959211,0.02143961440473835,-0.00041378568444017306,0.9997063938791466,-0.8173684861828461,0.0007917743437365304,0.035702858513012234,11.706874908339566,-0.0009740153903424339,-0.49212244695734153,0.006183334398637034,0.14749346399294336,-0.7482417956917021,1.3434138963930309e-05,-0.00034385410492560785,11.717214070375935,-0.00034385410492560785,1.043976541202792e-05,0.009966,0.0010475381709841383,8.93254070999113e-05
-59712,0.011333849647176795,0.021515821848395948,-0.00039871281589336845,0.999704183391494,-0.6991818001650575,0.0007732779520532232,0.03067126636057294,11.708433724176334,-0.002288616773932222,-0.49841253817127806,0.10483848263379171,0.0018941640800939378,-0.7740832319331891,0.00021143510821275413,-0.0003097624459227778,11.719037527433846,-0.0003097624459227778,3.4091659002830044e-05,0.010097,0.0033764146779073035,0.0002878680087782119
-49812,0.0113620857026575,0.021586574601567085,-0.000388863416450467,0.9997023414950572,-0.5834475572896529,0.0006754822394357192,0.025681642706752144,11.705657206893608,-0.009044600909739008,-0.5039471703458328,0.1739988101322252,-0.1631733944654962,-0.6992450521677104,9.490983211435378e-05,-0.0002872260769006296,11.71650353990496,-0.0002872260769006296,2.253636902214821e-05,0.0099,0.0022764009113281016,0.0001941244381653554
-39766,0.011338973467744595,0.021662747854691373,-0.0003748317178917423,0.9997009615566372,-0.46575226996769614,0.0006289423415881151,0.020566135639096823,11.711896300583415,-0.008830639386082688,-0.50922532786875,0.26425241193620885,-0.26171039603239526,-0.7103544832060781,0.00016862782649695873,-0.0002584152135533128,11.722964785853215,-0.0002584152135533128,2.8810863347316805e-05,0.010046,0.002867894022229425,0.000244430463618823
-29817,0.011319020191617037,0.021679612842328198,-0.0003507667769340144,0.9997008308146876,-0.349291331118998,0.000420960141147145,0.015458253897738368,11.711109134706259,-0.01643835021491034,-0.51348381927357,0.26416919168690783,-0.24595402190659071,-0.5737801572983748,0.0002899343380704522,-0.00021073787033312584,11.722372328885223,-0.00021073787033312584,4.7677343220186956e-05,0.009949,0.0047921744115174345,0.00040845740973622627
-19781,0.011249757691461804,0.021709285257675293,-0.00031804150432558533,0.9997009796609613,-0.2316042161598906,0.00025263033176353586,0.010270264475277185,11.71587904581104,-0.01721161359488421,-0.5167408069513673,0.07205042428939383,-0.16109961182154642,-0.5483200077652142,0.00042143362225033343,-0.00014758354827874035,11.727281829873686,-0.00014758354827874035,6.315432205438549e-05,0.010036,0.006292778203904493,0.0005361359039610122
-9731,0.01119409418096608,0.02169836839914083,-0.00028032041846301584,0.9997018527964955,-0.11391711020539436,8.429865814089042e-05,0.005059387012000255,11.715205492343399,-0.016203071068318146,-0.5185136350198476,-0.0866247577209956,-0.08723270828501795,-0.6450220649010019,0.0005044835852459073,-7.475693016616191e-05,11.72668574905316,-7.475693016616191e-05,7.282661811257844e-05,0.01005,0.007246429662943128,0.0006174170304873096
0,0.011148121863914385,0.02168478194513699,-0.00024181657378224484,0.9997026713656636,0.0,0.0,0.0,11.71184945297476,-0.014277083798796796,-0.519729339354375,-0.13054121352373982,-0.02567884814840106,-0.4990964585436823,0.0005430675817574717,-1.6630403100368911e-10,11.723384324948693,-1.6630403100368911e-10,7.475676386213091e-05,0.009731,0.007682331092604143,0.0006547412817859553
218,0.01114709550371382,0.02168448041821734,-0.0002409515087047813,0.999702689559848,0.002552042169334425,-1.8885208587977814e-06,-0.00011334353488408016,11.711774268863946,-0.014233936617134518,-0.5197565743297041,-0.13152505766771252,-0.02429987974743688,-0.49582734106491394,0.0005439319647848606,1.6797856507634702e-06,11.723310369786095,1.6797856507634702e-06,1.679951954794474e-06,0.000218,0.007706201627497586,0.0006567798331953674
10265,0.01112245108995978,0.021667560448276214,-0.00020229696857322697,0.9997033394872242,0.12024324391262776,-0.00010932330039769153,-0.005343294733687029,11.715124699577155,-0.009504002550442729,-0.5208149611686096,-0.014900524143496399,0.021355397665280683,-0.41269054481023437,0.0005714448052458465,7.759171475228623e-05,11.726699675376882,7.759171475228623e-05,7.591192910152275e-05,0.010047,0.007555681208472454,0.0006437654040278432
